-Gordo-Calvo-Menos de 1.70 Para mí y de largo, los bajitos. Es escuchar las conversaciones de amigas diciendo es guapo pero es que es bajito jijiji ai pobre que monooo y darte cuenta que para ellas es un hándicap insalvable.;1;1;0
Bajo > calvo > gordo;1;1;0
Bajo, ya que calvo se arregla con peluca o injerto, y gordo dieta + gimnasio;1;1;0
Bajito. Ser gordo puedes remediarlo y ser calvo tambien.;1;1;0
depende pero las 3 te merman;1;0;0
calvo tiene solución (turquía).Gordo también (gym).Bajito.. a menos que estés haciendo engañadas constantemente con plantillas en los zapatos para ganar un par de cm los cuales van a dar igual porque eres bajito, cagaste.;1;1;0
A Turquía con dieta y con alzas + billeticosArreglado;1;1;0
Ser bajito es insalvable, puedes tener la cara y el pelo de Brad Pitt que con menos de 1.70 alguna te echara un polvo pero nunca te tomará en serio. Hombre cardos seguro que sí.;1;1;0
Gordo;1;1;0
La peor es gordo, sin duda.Los calvos ligan y los bajos también si en lo demás son normales. Los gordos nada.;1;1;0
Si eres bajo y acomplejado, búscate a una de tu estaturaSi eres calvo y acomplejado, búscate a una  calva.Si eres gordo y acomplejado, búscate a una gorda.Entonces, cualquier mujer escogería ser calva de esas 3, ganan los calvos.;1;1;0
Peor que las taras físicas, son las mentales:Ser ligeramente retrasado.Preocuparse por gilipolleces.No hacer encuesta.Dicho esto, cualquiera de las 3 físicas se mitigan teniendo dinero.;1;0;0
Pero que ser calvo es jodido…;1;0;0
Tú no eres objetivo, eres EL FANEGAS.;1;0;0
1º - Gordo, para ellas de forma subconsciente es un problema fisico ligado a uno psicologico (y para nosotros tambien). Es un redflag de algo que hay insalvable. Es como esta mal de la cabeza, evitalo si o si porque eso es el comienzo. Una vida con alguien obeso es un dolor por muchos motivos, no solo el peso.2º - Calvo, suele significar vejez. Por lo que depende de la edad te quita muchos puntos. Obviamente es el más compensable, no por operación, si no por el resto del fisico.3º - Bajito, al contrario de lo que la mayoria cree es el menor problema. Lo es para un grupo particular de tias, practicamente trastornadas, que lo ponen como un inviable. Casi que es mejor que una tia que tiene ese pensamiento no te toque, midas 170 o 210.;1;0;0
Pobre;1;0;0
Ser pobre;1;0;0
Bajo es lo peor, gordo lo segundo y calvo cuando eres joven es un hándicap, a partir de los 30 da exactamente igual, las mujeres adultas no renuncian a un hombre por su calvicie, puede incluso ser un plus.;1;0;0
Pues anda que no hay tíos de 1.70 con tías guapísimas… bueno y calvos y gordos también, influye mas como seas como persona que físicamente.En tu caso lo tienes jodido, porque eres monguer, y eso no tiene solución.;1;1;0
¿Esto de la altura es alguna obsesión nueva de los zoomers? Porque conozco chavales de 25 con cuerpo de gimnasio y guapetes de cara que han sido rechazados por el tema de la altura (además explícitamente) y me quedé muy. Yo soy milenial geriátrico y, al menos en mi generación, no tenía tanta importancia el tema de la altura.PD: creo que lo peor es ser calvo joven.;1;0;0
Con 20 años si, con 30 a las mujeres casi que se la sopla que un hombre sea calvo. Si eres guapete, ser calvo no queda mal.;1;0;0
Como todo en la vida depende que tan calvo, que tan gordo y que tan bajo seas..;1;0;0
Calvo;1;0;0
Un bajo puede tener buen cuerpo. Un gordo puede tener cara de alfa.Pero ser carbo lo anula absolutamente todo... Hay que tener mucho estómago para siquiera compartir sofá con un putrefacto capilar.;1;1;0
La tenía, pero con labia se suplePero vamos he estado con varias chicas más altas que yo, sin problema.;1;0;0
Yo al menos no tengo ningún problema con los bajitos y mi novio es calvo así que me la suda.En cambio los gordos sí que me Dan cosa y dificilmente me vayan a atraer sexualmente. Para mi es, de esas 3, la peor opción con diferencia.;1;1;0
Jajajajajaja enano detected, el que no se consuela es porque no quiere. Como no quiero discutir, haz la prueba y pregunta a tus amigas, que te llevarás una sorpresa.A los bajitos los tratan como si fueran niños, com condescendencia y recochineo.;1;1;0
Bro, su pensamiento lateral es acojonante, mis dieses no más.;1;0;0
Hola virgen, no tengo que preguntar a mis amigas porque puedo preguntar a mi mujer;1;1;0
Ser gordo es lo peor. Y ser calvo o bajo pues está ahí ahí la cosa. Yo diría que es peor ser bajo.;1;0;0
Verás, tengo 42 años, mido 191 y a mi mujer le gustan altos. Es una preferencia basada en algo carnal. Cuando adelgazo demasiado no le gusta y los tíos de menos de 185 tampoco le gustan. Y sí, es maravillosa, su época de endiosada ya pasó aunque podría seguir por físico.Deja de generalizar, supera tus complejos cómprate alzas porque eres un puto hoobit.;1;1;0
Gordo es lo peor y a la vez lo más fácil de arreglar;1;0;0
A los bajitos ni los ven, a los calvos ni los miran y a los gordos ni los tocan... en cualquiera de los tres casos estas perdido.;1;0;0
Jajajaja si hablas de mujeres y no de niñas la peor con una diferencia sideral es POBRE y sí cobrando 1000 euros y casapapi lo eres para ellas. Bueno lo eres en realidad.;1;0;0
Dinazo, forocoches no tiene nada que ver con la realidad.Al final si eres un asco de persona no pillas ni con cash sano.;1;0;0
Inseguros, pobres y feos. La cara no se entrena.Yo no soy alto voy rapado. Y mis novias ya os gustaría a la mayoría haber catado una así.Coger un poco la vida por los cuernos anda.;1;0;0
Lo interpretan como las señales de tráfico, dando prioridad de arriba a abajo y, ante la duda, prevalece la más restrictiva.;1;0;0
Gordo.El sobrepeso es la única de las 3 que está en tus manos cambiar en el día a día y de forma fácil. Requiere voluntad y disciplina, por lo que dice mucho del que está en buena forma y del que no.Aplica a mujeres, obviamente.;1;0;0
Lo malo de ser bajo es que no tiene remedio a diferencia del resto, pero si suponemos que ninguna tuviera remedio yo diría que lo peor de muy largo es ser gordo;1;0;0
Qué rasgos y caracteristicas suelen tener esos hombres para llegar a esas edades en ese estado?;1;1;0
Yo me se de uno, y lo que hacía era follarse todo lo que se movía entre 18-59 años o así jajjaja.;1;1;0
vividores;1;0;0
Habrá de todo. Gente que esté más cómoda sin aguantar a locas y gente que será virgen;1;1;0
Yo he conocido varios...- Gente que se ha divorciado y a según que edades o ha pasado de pareja o le ha costado encontrar otra.- Un primo que tuve (digo tuve porque murió) que nunca se le conoció ninguna novia y era muy afeminado, siempre se sospecho en la familia que era gay que no había salido del armario porque su padre era muy estricto.;1;0;0
Tengo un par de amigos así. Muy diferentes entre sí pero diría que ambos son super independientes emocionalmente, se lo suda tener pareja y les gusta estar sólos en casa. Porque luego sí que son sociables. Se cuidan, van al gimnasio, etc. pero la idea de pareja es algo que no le dan importancia. Ambos sobre 35 palotes.;1;0;0
Todavía no tengo esa edad, pero llegaré sin hijos ni pareja porque soy una persona muy introvertida y no estoy cómodo en pareja, además de que mi libido es cercana a 0 y la poca que tengo, la siento hacia otros hombres (no viruela). Ese es mi caso personal, pero habrá tantos motivos como personas.;1;0;0
Solteros de oro;1;0;0
follarse a tu novia, cornudo;1;1;1
43 tengo yo y en esa situacion dias que se si apetece tener pareja y no tengo problema en quedar con alguna,pero cuando pasa una hora en la que te ponen la cabeza con sus movidas como una sandia,me lo vuelvo a replantear y casi en el 75% de las ocasiones no vuelvo a quedar.;1;0;0
felices;1;0;0
Habrá de todo, desde el desesperado que se siente un fracasado por no tener exito con las mujeres, como el que está así porque quiere, como el que no se ofusca sigue buscando o no lo busca y si sale pues sale y ya está... Lo que quieres que digamos es que están solos y al borde del suicidio y así sentirte bien porque tú has hecho las cosas como dios manda, verdad?;1;0;0
MIs dos mejores amigos cumplen los requisitos. Básicamente son personas muy independientes. No les ha gustado la experiencia de la vida en pareja por lo que tiene de limitante. Además los dos dejaron de trabajar pronto y se dedican a sus viajes y experiencias similares. A las mujeres ya no se acercan para nada, sólo en plan amigas. Ambos han renunciado incluso al sexo con otras personas.;1;0;0
Si son casapapi ya no gustan a las empresas porque no pondrán el culo,ni harán horas extras y NADA va a forzarlos a tragar con nada.;1;1;0
Que se hagan sacerdotes, es un trabajo de por vida, les dan casa pagada y trabajan unas cuantas horas al día;1;0;0
Así estoy.Las tías dicen que tengo síndrome de Peter PanMuchos tíos dicen que ojalá ellos hubiesen hecho igual.Yo… encantado de la vida. Básicamente no me gusta que nadie me diga lo que tengo que hacer.No hay rasgos comunes.Hay tímidos, otros despreocupados, otros yonkis….;1;0;0
Crees que se rompen la culata entre los 2?;1;1;0
Calvos, nulas habilidades sociales, mal trabajo, mucho tiempo en Forocoches, misoginia...;1;0;0
Yo es que me he hecho adicto a cuidar mi imagen de soltero de oro tercioviejo y sextear desde chavalitas de 20 hasta con la peluquera de la esquina con 50. Creo que me he desarrollado una enfermedad mental por el narcisismo.Luego está el tema del ahorro, no veas lo que gasta una tía a tu lado.;1;1;1
No sabes la cantidad de mujeres que hay solteras/divorciadas con esa edad;1;0;0
Hombres de 30-35 casados, con hijos y asqueados de la vida de mierda que tienen debido a decisiones tomadas por postureo.Con 41 estoy de puta madre sin ataduras y así pienso seguir.;1;1;0
Yo los que conozco suelen ser muy feministas y numales, con muchas más amigas que amigos, además siempre le suele gustar alguna del grupo a la que pagafantea sin éxito desde hace muchos años;1;1;0
Así a priori, perfiles que pueden encajar:- Se la suda la pareja- Workaholics- Se la suda la pareja y prefieren putes como el forocochero medio- Trabajos con mucho viaje o presión, probablemente hayan roto con la pareja hace tiempo o nunca tuvieran una formal fuera de rollos;1;1;0
Amargados con gatos cuidándolos como a hijos Oh wait;1;1;0
-Descuidados físicamente-Asocial (no es lo mismo que introvertido)-Poca estabilidad-Inmadurez (eternos jóvenes)-Misoginia....;1;0;0
A mí eso, sinceramente, ya me la pela desde hace mucho. Como me dijo un compañero mío, que tiene 46, mientras no hagas daño a nadie puedes disfrutar como quieras y hacer lo que te salga de la polla.Muchos quisieron ser adultos porque ya tocaba y ahora tienen que pagarlo el resto de su vida. A mí ya me da igual lo que me diga nadie. Cada uno ha de sentirse bien a su manera, sin dejarse influenciar por lo que opinen los demás.;1;0;0
Alguien ha dicho ya calbos?;1;1;0
Qué pesaos se están poniendo en forohijos ultimamente;1;1;0
Voy a hacer 40 tacos y me veo así 😂😂😂Tuve varias novias pero hace tiempo que no tengo nada serio, para algo serio tengo mis valores y no me voy a casar y tener hijos con una charo cualquiera;1;0;0
Y un IMC que supera los 29 puntos.;1;0;0
Simplemente hombres a los que no les gusta la vida en pareja y prefieren estar solos, o bien con rolletes esporadicos de una noche o algunos ni eso;1;0;0
A mí eso me lo dijo una tía porque le dije que yo no quería tener nada serio con ella. Cualquiera que te diga eso ya te digo yo que está amargadísima por dentro.;1;1;1
yo ahora tengo pareja pero tengo claro que en caso de que salga mal por cualquier motivo, me voy a pasar una larga temporada solo si acaso quedando con tías solo para lo que tocame parece un hilo un poco de mierda como criticando indirectamente a la gente que está sola como si fuese una desgracia o no se entendiera que no opten voluntariamente por un modelo de vida que vosotros consideréis bueno;1;0;0
Aquí uno, la verdad es que quiero tener pareja y lo intento, pero cuando lo ves fríamente en tu círculo y ves lo que implica simplemente se me bajan las ganas.Lo que hay que invertir para lo que vas a ganar con las cosas a día de hoy al menos desde mi punto de vista no compensa, pero en el fondo siempre he querido tener a alguien a mi lado y eso que considero que ahora estoy en miejor momento de la vida , pero eso justamente no me deja vivir tranquilo;1;0;0
Absolutamente. A mí me la pela absolutamente todo lo que piensen o digan los demás.;1;0;0
Qué va. Uno tiene alguna lorza, el otro hace calistenia y escalada y ya me gustaría pillar a mí ese cuerpo (y yo no estoy mal, pero no tengo todo el día para dedicarle al físico).;1;0;0
La mayoría de los que conozco ya no hacen nada por tener pareja, lo tienen más que asumido. Tampoco van de putas Es gente que trabaja, de vez en cuando quedan con algún amigo, alguna afición y mucha casa;1;0;0
Calvos, con dinero y muchos marikitas.;1;1;0
Son gente que no se casan con nada, y menos con una tía de por vida.;1;0;0
Ligones;1;0;0
Estoy seguro de que no. De uno tengo dudas de que vaya de putas porque vive una parte de su vida con cierto secretismo. El otro es como un monje. De hecho hace retiros de silencio de dos semanas y más.;1;0;0
Entonces son la tipica pareja de mazado + osito;1;0;0
Raritos, raritos, raritos.;1;1;1
Son raros. Nadie los quiere ni los aguanta;1;1;1
